id,file,key_or_location,locale,surfaces_and_states,original,final,coverage_status,slop_finding,pattern_and_reason,repair,no_slop_verdict,exception_reason,verification_evidence
"catalog-detail-3:en","src/content/landing.json","catalog.details.catalog-detail-3","en","catalog detail disclosure or source inventory","Hierarchical categories with ordering, activation, quick creation, and CSV operations.","Hierarchical categories with ordering, activation, quick creation, and CSV operations.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalog-detail-3:ar","src/content/landing.json","catalog.details.catalog-detail-3","ar","catalog detail disclosure or source inventory","فئات متدرجة مع الترتيب والتفعيل والإنشاء السريع وعمليات CSV.","فئات متدرجة مع الترتيب والتفعيل والإنشاء السريع وعمليات CSV.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalog-detail-4:en","src/content/landing.json","catalog.details.catalog-detail-4","en","catalog detail disclosure or source inventory","Multiple product images and image selection.","Multiple product images and image selection.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalog-detail-4:ar","src/content/landing.json","catalog.details.catalog-detail-4","ar","catalog detail disclosure or source inventory","صور متعددة للمنتج مع اختيار الصورة المستخدمة.","صور متعددة للمنتج مع اختيار الصورة المستخدمة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalog-detail-5:en","src/content/landing.json","catalog.details.catalog-detail-5","en","catalog detail disclosure or source inventory","Reusable option-group library and per-product option copies.","Reusable option-group library and per-product option copies.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalog-detail-5:ar","src/content/landing.json","catalog.details.catalog-detail-5","ar","catalog detail disclosure or source inventory","مكتبة مجموعات خيارات قابلة لإعادة الاستخدام مع نسخة خيارات خاصة بكل منتج.","مكتبة مجموعات خيارات قابلة لإعادة الاستخدام مع نسخة خيارات خاصة بكل منتج.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalog-detail-6:en","src/content/landing.json","catalog.details.catalog-detail-6","en","catalog detail disclosure or source inventory","Option values, ordering, color or visual swatches, image inheritance, option-value image overrides, and safe-removal preview.","Option values, ordering, color or visual swatches, image inheritance, option-value image overrides, and safe-removal preview.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalog-detail-6:ar","src/content/landing.json","catalog.details.catalog-detail-6","ar","catalog detail disclosure or source inventory","قيم الخيارات وترتيبها وعينات الألوان أو الخيارات المرئية ووراثة الصور وتخصيص صورة لقيمة معينة ومعاينة أثر الحذف قبل تنفيذه.","قيم الخيارات وترتيبها وعينات الألوان أو الخيارات المرئية ووراثة الصور وتخصيص صورة لقيمة معينة ومعاينة أثر الحذف قبل تنفيذه.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalog-detail-7:en","src/content/landing.json","catalog.details.catalog-detail-7","en","catalog detail disclosure or source inventory","Automatic variant combination generation.","Automatic variant combination generation.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalog-detail-7:ar","src/content/landing.json","catalog.details.catalog-detail-7","ar","catalog detail disclosure or source inventory","توليد تركيبات المنتج تلقائياً.","توليد تركيبات المنتج تلقائياً.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalog-detail-8:en","src/content/landing.json","catalog.details.catalog-detail-8","en","catalog detail disclosure or source inventory","Variant activation, SKU, price overrides, grouped views, detail editing, and product defaults.","Variant activation, SKU, price overrides, grouped views, detail editing, and product defaults.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
